col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
169803,"2024년 구로구 개방형 청년창업교육 (7월) 스타트업 특허/회계, 일단 먼저 시작하라!",창업교육,서울특별시,"대학생, 일반인",만 20세 이상 ~ 만 39세 이하,2024-07-04 ~ 2024-07-26 13:00,"예비창업자, 1년미만, 2년미만, 3년미만",벤처기업협회,민간,창업지원팀,공고 제1호,"2024년 구로구 개방형 청년창업교육 (7월)을 다음과 같이 공고하오니 참여를 희망하는 창업자는 안내에 따라 신청하기 바랍니다.
",2024년 7월 3일,벤처기업협회,2024.07.04(목) 09:00 ~ 2024.07.26(금) 13:00 까지,,,,https://forms.gle/mbkaFUrc6oEZ6Y4B9,,"창업에 관심 있는 만 39세 이하 청년(일반인, (예비)창업자 등) 25명 내외
* 구로구(거주, 재학, 재직 등) 청년 우대",
169807,2024 S-OIL 오픈이노베이션(2024 S-OIL X Seoul Startup Meet-up),사업화,전국,"일반기업, 1인 창조기업",전체,2024-07-08 ~ 2024-09-02 23:59,"1년미만, 2년미만, 3년미만, 5년미만, 7년미만, 10년미만",서울경제진흥원,공공기관,창업지원팀,,"서울경제진흥원은 S-OIL과 함께 신에너지, 환경, 화학, 소재, 스마트플랜트 분야의 혁신을 함께 이뤄낼 스타트업을 발굴하는 ‘2024 S-OIL 오픈이노베이션(2024 S-OIL X Seoul Startup Meet-up)’을 운영하고 있습니다. 혁신적인 아이디어와 우수한 기술을 바탕으로 S-OIL로부터 투자유치 및 협업을 희망하는 스타트업의 많은 참여 바랍니다.",2024년 7월 8일,서울경제진흥원,2024.07.08(월) 09:00 ~ 2024.09.02(월) 23:59 까지,,,,https://www.startup-plus.kr/project/PRJ004897,,"❍ 아래 모집분야와 관련된 기술을 보유한 스타트업 (법인 必)

❍ 모집분야

  1. 신에너지
    - Renewable fuel, 플라스틱 재활용(열분해유, 폐기물 수거 등), 수소/암모니아 에너지 등

  2. 환경
    - 탄소 저감(탄소절감 솔루션, 탄소배출권, CCUS),친환경 제품 등

  3. 화학/소재
    - 기능성 소재(촉매, 첨가제, 초경량 소재, 엔지니어링 플라스틱 등)분야 등

  4. 스마트 플랜트
    - 디지털 트윈, 예지보전AI, 로보틱스 등

  5. 기타
    - 스마트 플랜트, 잠재적 신규 에너지∙화학 분야 사업 등",
169797,2024년 중장년 창업컨설팅 지원사업,멘토링ㆍ컨설팅ㆍ교육,서울특별시,"일반인, 일반기업, 1인 창조기업",만 40세 이상,2024-07-04 ~ 2024-07-12 16:00,전체,주식회사 더넥스트랩,민간,기획운영팀,서울시50플러스재단 공고 제2024-269호,서울시가 주최하고 서울시50플러스재단이 주관하며 ㈜더넥스트랩이 운영하는 <;2024년 중장년 창업컨설팅 지원사업>의 1기 참여자를 모집합니다. 우수 기술 및 아이디어를 보유한 중장년 (예비)창업가의 많은 관심과 참여 바랍니다.,2024년 7월 4일,서울시50플러스재단,2024.07.04(목) 09:00 ~ 2024.07.12(금) 16:00 까지,,,,https://forms.gle/X3LRPxnXLV9X4UYq9,,"신청인 연령이 만 40~64세이며, 아래 세부기준 중 1가지 이상 충족한 자
                      *주민등록상 1960.01.01. ~ 1984.12.31. 출생자
  (1) 예비창업자 : 서울시 거주자 중 2024년 11월 15일 이내 창업 희망자(신청 시 창업 확약서 제출 필수)
  (2) 창업자: 서울시 거주자 중, 창업기업 대표자
  (3) 창업자: 서울소재 등록기업 대표자(사업자등록, 법인등기부등본 본점 기준)","1. 신청서 및 증빙서류를 허위로 작성, 제출하는 경우
2. 일반유흥주점업, 무도유흥주점업, 기타 사행시설 관리 및 운영업, 그 밖에 이에 준하는 업종으로 창업하였거나 창업하려는 경우
3. 신청기업 또는 신청기업의 대표자가 다음 각 목에 해당하는 경우
  - 기업의 부도, 화의, 법정관리중인 기업
  - 금융 불량 거래처로 규제중인 경우
  - 국세 및 지방세 체납중인 기업, 휴·폐업중인 기업
  - 기타 정상적으로 금융거래가 어려운 경우 등
  - 단, 회생인가를 받은 기업 등 정부ㆍ공공기관 으로부터 재기지원 필요성을 인정받은 경우에는 지원을 배제하지 아니함"
169808,"[성남산업진흥원] 성남소공인특화지원센터 ""소공인 특화교육(1차_온라인마케팅)"" 교육생 모집",멘토링ㆍ컨설팅ㆍ교육,경기도,"일반인, 일반기업",전체,2024-07-05 ~ 2024-07-17 18:00,전체,성남산업진흥원,지자체,혁신성장부,,"성남산업진흥원은 중소벤처기업부(소상공인시장진흥공단) 국책과제인 식품제조 소공인특화 지원센터를 운영하고 있습니다.
관내 식품제조 소공인 기업을 대상으로 소공인특화교육 1차 교육생을 모집하오니 소공인 및 예비소공인의 많은 신청 바랍니다. ",2024년 7월 4일,(재)성남산업진흥원,2024.07.05(금) 09:00 ~ 2024.07.17(수) 18:00 까지,,,,https://portal.snip.or.kr:8443/portal/snip/MainMenu/businessManagement/application.page?portlet=2024-0178&amp;portlet2=3812&amp;ptlYn=Y,,"성남시 소재 식료품 제조업을 영위하는 소공인 및 재직자, 예비소공인 15명 내외
",
169814,2024년 「중소기업 육성 지원사업」 2차 공고,사업화,경기도,일반기업,전체,2024-07-02 ~ 2024-07-15 16:00,7년미만,고양산업진흥원 ,공공기관,넥스트창업팀,고양산업진흥원 공고 제2024-49호,고양산업진흥원에서는 관내 중소기업의 기업 경쟁력 강화와 지역 경제 활성화를 위해 ICT 융복합 산업 분야 기업 지원사업을 추진하오니 많은 참여를 바랍니다.,2024년 7월 2일,고양산업진흥원,2024.07.02(화) 18:00 ~ 2024.07.15(월) 16:00 까지,,,,https://www.gipa.or.kr/apply/01_view.php?no=540&amp;cate=2&amp;sort=reg&amp;term=ing,,"아래 사항에 전부 해당하는 컨소시엄(공급기업+수요기업)
- 공급기업: 법인등기부등본 상 본점 소재지가 고양특례시이고, 모집 공고일 기준 창업 후 7년 이내인 ICT기업(법인)
- 수요기업: 관내, 외 중소기업, 중견기업, 대기",
169811,(재)여성기업종합지원센터 본부 창업보육실 신규 입주기업 모집공고,시설ㆍ공간ㆍ보육,서울특별시,"대학생, 일반인, 일반기업, 1인 창조기업","만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-07-05 ~ 2024-07-24 23:59,"예비창업자, 1년미만, 2년미만, 3년미만",(재)여성기업종합지원센터,민간,창업지원팀,,(재)여성기업종합지원센터 본부에서는 다음과 같이 신규 입주기업을 모집합니다.,2024년 7월 4일,(재)여성기업종합지원센터 ,2024.07.05(금) 00:00 ~ 2024.07.24(수) 23:59 까지,,,,,,여성기업지원에 관한 법률」제2조에 의한 여성기업으로 창업 3년 미만의 여성기업 또는 예비 여성 창업자," · 금융기관의 신용불량거래자
 · 국세, 지방세 체납자 및 기타 정부지원사업 부적격자"
169815,한국일보 기획연재 소상한토크 인터뷰 대상자 모집(보도자료 무료지원),사업화,전국,"연구기관, 일반기업, 1인 창조기업",전체,2024-07-04 ~ 2024-07-31 18:00,"1년미만, 2년미만, 3년미만, 5년미만, 7년미만, 10년미만",(주)오픈놀,교육기관,소담스퀘어 당산,,한국일보 기획연재 '소상한토크' 인터뷰 대상자 모집을 다음과 같이 공고하오니 참여를 희망하는 창업팀은 안내에 따라 신청하시기 바랍니다.,2024년 7월 4일,소담스퀘어 당산,2024.07.04(목) 18:00 ~ 2024.07.31(수) 18:00 까지,,,,www.sosangs.com,,"소상공인 기업 대표자 누구나 (업종무관)
*중소기업현황정보시스템 https://sminfo.mss.go.kr/cm/sv/CSV001R0.do 확인서 내 '소상공인' 표기만 인정",소상공인이 아닌 자
169796,2024년 민관협력 오픈이노베이션 지원사업 하반기 수요기반형 수요기업 및 스타트업 모집공고,행사ㆍ네트워크,전국,전체,전체,2024-07-08 ~ 2024-07-29 16:00,7년미만,창업진흥원,공공기관,민관협력팀,중소벤처기업부 공고 제2024-396호,「2024년 민관협력 오픈이노베이션 지원사업」 수요기반형(On-Demand) 하반기 협업과제의 수요기업 및 스타트업을 모집합니다.,2024년 7월 8일,중소벤처기업부,2024.07.08(월) 15:00 ~ 2024.07.29(월) 16:00 까지,,,,https://oimarket.kr/,,"모집대상 : 오픈이노베이션 수요가 있는 수요기업과 스타트업
- 수요기업 : 오픈이노베이션 프로그램을 진행해 보았거나 이해도가 있어 직접 진행이 가능한 수요기업(대,중견기업, 공공기관 등)
- 스타트업 : 업력 7년 이내의 창업기업 ",※ 공고문 참조
169813,"2024년 초기창업패키지 ""WoW! 오픈마켓 플랫폼"" 프로그램 참여기업 모집",사업화,전국,"대학생, 일반인, 일반기업, 1인 창조기업",전체,2024-07-08 ~ 2024-07-19 17:00,3년미만,수원대학교 창업지원단,교육기관,초기창업패키지,,"수원대학교 창업지원단에서는 창업기업의 유통채널 입점, 마케팅 및 프로모션 지원 등 판로역량 확대를 통해 지속가능한 성장을 지원하고자 ""WoW! 오픈마켓 플랫폼"" 프로그램을 진행하오니 많은 관심과 참여 바랍니다.",2024년 7월 8일,수원대학교 창업지원단,2024.07.08(월) 00:00 ~ 2024.07.19(금) 17:00 까지,,,,,,"2024년 초기창업패키지 선정기업
- 자사 제품 유통채널 입점, 마케팅 및 프로모션 등 필요 기업",
169560,2024 KT Collaboration ,사업화,전국,일반기업,전체,2024-06-14 ~ 2024-07-31 23:59,"1년미만, 2년미만, 3년미만, 5년미만, 7년미만, 10년미만",경기창조경제혁신센터,공공기관,오픈이노베이션팀,,"KT와 사업화 연계를 지원하는 [KT Collaboration] 프로그램에 참여할 기업을 모집하오니, 참여 희망하는 창업기업은 안내에 따라 신청하기 바랍니다. ",2024년 6월 14일,경기창조경제혁신센터 ,2024.06.14(금) 18:00 ~ 2024.07.31(수) 23:59 까지,,,,https://openbridge.kr/kt/,,KT와의 사업화 연계를 희망 또는 진행 중인 스타트업,"▣ 국세 또는 지방세 체납으로 규제 중인 자
▣ 금융기관 등으로부터 채무불이행으로 규제 중인 자 또는 기업
* 단, 선정 후 협약 전 채무변제 완료 후 증빙이 가능한 자(기업)는 신청 가능
▣ 신청일 현재 휴업 중인 기업
▣ 경기창조경제혁신센터 운영규정에 위배되는 자 또는 기업
▣ 기타 경기창조경제혁신센터장이 참여제한의 사유가 있다고 인정하는 자(기업)"
169817,2024년 기술이전 지원사업(서울 스타트업 Tech trade-on 프로그램) 참여기업 모집 (2차),기술개발(R&amp;D),서울특별시,전체,전체,2024-07-01 ~ 2024-12-31 23:59,7년미만,한국기술벤처재단,민간,서울창업성장센터,공고 2024-07-01,공공기술 이전을 희망하는 기업의 많은 참여를 바랍니다.,2024년 7월 1일,서울창업성장센터,2024.07.01(월) 09:00 ~ 2024.12.31(화) 23:59 까지,,,,https://startup-plus.kr/cms_for_portal/process/tech_market/list.do?show_no=750&amp;check_no=77&amp;c_relation=267&amp;c_relation2=894,,"서울시 소재 7년 미만(공고일 기준)의 창업기업
(본사 소재지가 서울이어야 함)",이메일 또는 온라인 접수
167658,2024년 기술이전 지원사업(서울 스타트업 Tech trade-on 프로그램) 참여기업 모집,기술개발(R&amp;D),서울특별시,전체,전체,2024-02-01 ~ 2024-06-30 23:59,7년미만,한국기술벤처재단,민간,서울창업성장센터,공고 2024-02-01,공공기술 이전을 희망하는 기업의 많은 참여를 바랍니다.,2024년 2월 1일,서울창업성장센터,2024.02.01(목) 09:00 ~ 2024.06.30(일) 23:59 까지,,,,https://startup-plus.kr/cms_for_portal/process/tech_market/list.do?show_no=750&amp;check_no=77&amp;c_relation=267&amp;c_relation2=894,,서울시 소재 7년 미만(공고일 기준)의 창업기업,
169818,2024년 5회차 지식재산권 무료 초청교육 수요조사,창업교육,전국,"대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업",전체,2024-07-05 ~ 2024-08-06 23:00,전체,한국특허정보원,공공기관,지능정보데이터실,,"한국특허정보원은 개인, 소기업등 지식재산 정보가 필요한 다양한 계층을 대상으로 지식재산권과 관련된 폭넓은 교육기회를 제공하고자 「지식재산권 무료초청 교육」을 개최하오니, 관심있는 분들의 많은 참여를 부탁드립니다.",2024년 7월 5일,한국특허정보원,2024.07.05(금) 12:00 ~ 2024.08.06(화) 23:00 까지,,,,https://naver.me/GfCj6wa4,,"지식재산교육이 필요한 개인 신청자
(5인 미만 기업의 경우 개인 자격으로만 신청이 가능합니다)","교육참석자 5인 이상 기업 및 단체

5인이상 기업으로 교육신청이 필요하신 경우 아래 링크로 접속 하신후 신청서를 접수 하실 수 있습니다.
https://www.k-startup.go.kr/web/contents/webBIZPBANCAPLY.do?schM=view&;schId=167366&;schMemid=00946612&;page=1&;viewCount=10"
169819,2024 키친인큐베이터 푸드메이커 18기 모집,시설ㆍ공간ㆍ보육,서울특별시,전체,전체,2024-07-08 ~ 2024-07-25 13:00,"예비창업자, 1년미만, 2년미만, 3년미만, 5년미만, 7년미만",서울경제진흥원,공공기관,창업본부 창업허브1팀,,서울창업허브 키친인큐베이터는 F&;B(예비)창업자의 메뉴개발 및 실제 메뉴 판매 기회를 제공하기 위해 공유주방 및 개별주방에 참여할 팀을 모집하오니 많은 신청 바랍니다.,2024년 7월 8일,(재)서울경제진흥원,2024.07.08(월) 09:00 ~ 2024.07.25(목) 13:00 까지,,,,https://hubkitchen.startup-plus.kr/project/PRJ004905,,서울시 소재 7년 미만 F&;B(외식창업분야) (예비)창업자,"① ⌜중소기업창업지원법 시행령」 제 4조 각 항에 해당하는 창업기업
② 금융기관 등으로부터 채무불이행으로 규제중인 기업
※ 단, 신용회복위원회의 사전채무조정(프리워크아웃), 개인워크아웃에서 채무조정합의서를 체결한 경우, 법원의 개인회생제도에서 변제계획인가를 받거나 파산면책 선고자, 회생인가를 받은 기업, 중소기업진흥공단 등으로부터 재창업자금을 지원받은 경우, 세금분납 계획에 따른 성실 납부기업(인), 정부지원 협약 전까지 세금완납기업(인), 정부공공기관으로부터 재기지원 필요성을 인정받은 기업(인), 건강관리시스템 기업구조 개선 진단을 통한 정상화 의결기업은 신청가능
③ 국세 혹은 지방세를 체납중인 기업
④ 모집공고일 기준키친인큐베이터 졸업기업 혹은 타기관 유사사업에 선정되어 활동 중인 기업
⑤ 대표자 개인신용정보상 채무불이행자 또는 신용도 판단정보 등 이상이 있는 자
⑥ 신용보증기관 신용보증사고 및 대위변제 관계자에 해당되는 기업
⑦ 신청일 현재 휴업 또는 폐업인 기업
⑧ 신청 자격조건을 충족하지 못하거나 필수제출 서류를 허위기재·누락한 기업
⑨ 사기, 횡령, 고소 등 민사·형사상의 수사 진행 및 사업수행 또는 기업운영 관련 행정처분을 받은 경우로서, 선정이 적정하지 아니하다고 판단되는 기업
⑩ 정부 부처 및 지방자치단체, 공공기관 사업에 참여 제한으로 제재중인 기업
⑪ 신청제품과 관련하여 지적재산권 등 저작권 관련 분쟁의 소지가 있는 기업
⑫ 기타 서울시장이 참여제한의 사유가 있다고 인정하는 기업"
169823,2024 G-Space  라이브커머스 챌린지,판로ㆍ해외진출,경상남도,전체,전체,2024-07-05 ~ 2024-07-31 17:00,7년미만,경남창조경제혁신센터,공공기관,액셀러레이션본부,공고 2024-76호,"(재)경남창조경제혁신센터에서는 양산시(양산몰)와 연계‧협력하여 지역 내 창업기업들의 판로개척 및 매출증대를 도모하고자「G-Space 라이브커머스 챌린지」지원사업을 운영하고 있습니다. 이에, 본 사업에 참여할 창업기업을 다음과 같이 모집하고 있으니 많은 관심과 참여 바랍니다.",2024년 7월 5일,(재)경남창조경제혁신센터,2024.07.05(금) 09:00 ~ 2024.07.31(수) 17:00 까지,,,,https://www.gnstartup.kr/business/8339db24-725a-45bc-baf9-d778adc7b0d8/6747/detail,,양산시 소재 7년 이내의 연매출 30억 이하 창업기업,※ 상세 신청자격은 공고문 2page 참조
169824,2024년 세종창조경제혁신센터 『스타트업 챌린지 지원사업』초기(예비)창업자 모집,창업교육,세종특별자치시,"청소년, 대학생, 일반인, 일반기업, 1인 창조기업",전체,2024-07-15 ~ 2024-07-19 23:59,"예비창업자, 1년미만, 2년미만, 3년미만",세종창조경제혁신센터,공공기관,창업보육팀,공고 제2024-055호,세종창조경제혁신센터는 혁신아이디어를 보유한 초기(예비)창업자의 발굴 및 지속•자립 가능한 스타트업 육성을 위해 『2024년 스타트업 챌린지 지원사업』에 참여할 초기(예비)창업자 모집을 다음과 같이 공고하오니 많은 관심과 참여 바랍니다.,2024년 7월 5일,세종창조경제혁신센터,2024.07.15(월) 09:00 ~ 2024.07.19(금) 23:59 까지,,,,,,"1. 세종시에 거주하거나 세종시 소재 학교를 재학 중인 자
2. 세종시 본사 소재한 업력 3년 이내 창업기업(공고일 기준)
  * 사업비 지급 전 관내 본사 이전 등록 가능 기업일 경우 기원 가능","1. 과년도 센터 지원사업 기간 중 불성실 혹인 실패 판정기업
2. 과년도 센터 지원사업 종료 후 실적자료 미제출 기업"
169827,(재)여성기업종합지원센터 부산센터 신규 입주기업 모집 공고(3개사),시설ㆍ공간ㆍ보육,부산광역시,전체,전체,2024-07-05 ~ 2024-07-28 23:59,"예비창업자, 1년미만, 2년미만, 3년미만",(재)여성기업종합지원센터 부산센터,민간,부산센터,,"여성의 창업과 여성기업의 활동을 적극적으로 촉진하기 위해 각종 정보 및 교육과 훈련, 연수, 상담 등의 서비스 제공의 목적으로 설립되었습니다.
여성 예비창업자 및 창업 3년 미만 여성기업의 많은 관심과 지원 부탁드립니다.",2024년 7월 5일,(재)여성기업종합지원센터 부산센터,2024.07.05(금) 00:00 ~ 2024.07.28(일) 23:59 까지,,,,,,창업 3년 미만 여성기업(여성기업확인서 보유) 또는 사업자등록 가능한 예비 여성 창업자,"ㆍ금융기관의 신용불량거래자
ㆍ국세, 지방세 체납자 및 기타 정부지원사업 부적격자
ㆍ금융 및 보험업, 부동산업, 무도장 운영업 등 창업에서 제외되는 업종 및 입주기업 선정이 합당치 않다고 판단되는 경우
ㆍ기타 재단 운영요령 및 센터 추진 목적에 부적합한 경우 등"
169821,판교 제2테크노밸리 소프트웨어드림센터 스타트업 기업 입주자 모집 공고,시설ㆍ공간ㆍ보육,경기도,"청소년, 대학생, 일반인, 일반기업, 1인 창조기업",전체,2024-07-08 ~ 2024-07-31 23:59,"예비창업자, 3년미만",특수법인소프트웨어공제조합,민간,사옥관리부,성남시청 기업혁신과-10542(2023. 10. 23),특수법인 소프트웨어공제조합에서는 미래 소프트웨어 산업을 이끌어갈 혁신적인 아이디어를 가진 우수 스타트업 및 예비창업자를 모집하오니 많은 관심과 참여바랍니다.,2024년 7월 8일,특수법인 소프트웨어공제조합,2024.07.08(월) 09:00 ~ 2024.07.31(수) 23:59 까지,,,,,,"산업집적법 제38조의5(지식산업센터에의 입주)제1항 제1호 및 제2호, 동법 시행령 제6조(산업단지의 입주자격), 제36조의4(지식산업센터에의 입주) 제1항에 의한 입주자격을 갖춘 SW, ICT 관련 스타트업 기업(공고일 기준 창업 3년차 이내) 또는 예비창업자
- 본사 또는 사업장이 수도권에 소재하고, 관리기본계획에서 허용하는 업종을 영위할 기업(공고일 기준 창업 3년차 이내) 또는 예비창업자","1. 산업집적법 제28조의5 및 동법 시행령 제36조의 4의 규정에 의한 입주자격 및 대상이 아닌 업종
2. 대기환경보전법에 의한 특정대기유해물질, 물환경보전법에 의한 특정수질유애물질의 배출 업종, 악취방지법, 폐기물관리법, 유해화학물질관리법 등에 의한 환경오염물질을 배출하여 환경오염을 유발하는 업종
3. 그 외 특정유해물질이 발생되는 업종(도금업 등), 폐수를 발생시키는 업종(피혁, 염색, 제지업 등), 대기오염 다량배출업종(석유화학공업, 타이어제조업, 철강업, 시멘트제조업 등)은 입주제외"
169250,2024년 창업중심대학 린스타트업 프로그램(대경권) 모집공고(대구대학교),사업화,경상북도,"대학생, 일반인",만 20세 이상 ~ 만 39세 이하,2024-05-23 ~ 2024-07-28 23:59,예비창업자,대구대학교창업지원단,교육기관,창업지원단,,"대구대학교 창업지원단에서는 혁신 기술 아이디어를 보유한 권역(대구 경북) 내 유망 청년을 발굴하여 기본교육, MVP 제작 지원을 위해 2024년 창업중심대학 린스타트업(혁신창업스쿨) 프로그램을 개최하여 참가자를 모집 하고자 하오니 많은 관심과 신청 바랍니다.",2024년 5월 23일,대구대학교 창업지원단,2024.05.23(목) 16:40 ~ 2024.07.28(일) 23:59 까지,,,,https://www.k-startup.go.kr/web/contents/webPMSBizUnvs.do?returnUrl=/screen/BMO1201M01?cermnPbancId=09944&amp;pbancType=edu,,대구·경북권 만 39세 이하 예비창업자 100명 내외,"타 창업중심대학 린스타트업 프로그램 참여자
※ 동일한 창업아이템으로 신청자를 다르게 하여 복수의 창업중심대학에 신청이 불가하며, 적발 시 선착순 및 평가 결과와 관계없이 탈락 처리"
169825,2024년 제3차 (재)여성기업종합지원센터 경기센터 신규 입주기업 모집 공고(창업보육센터),시설ㆍ공간ㆍ보육,경기도,전체,전체,2024-07-05 ~ 2024-07-24 18:00,"예비창업자, 1년미만, 2년미만, 3년미만",(재)여성기업종합지원센터 경기센터,민간,창업지원팀,경기센터 공고 제2024-3호,"(재)여성기업종합지원센터 경기센터는 경기남부권 여성창업의 기반 조성을 통해 지역사회의 여성창업의 경쟁력 향상을 도모하고 창업 성공률을 제고함으로써, 국가 경제 발전에 기여함을 목표로 하고 있습니다.

이에 경기센터에서는 우수하고 참신한 아이템으로 사업을 시작하는 여성(예비)창업자 지원을 위해 아래와 같이 입주업체를 모집하고자 합니다.",2024년 7월 5일,(재)여성기업종합지원센터 경기센터장,2024.07.05(금) 00:00 ~ 2024.07.24(수) 18:00 까지,"경기도 수원시 금곡로 212번길25, 6층","경기도 수원시 금곡로 212번길25, 6층",,,,"    ·「여성기업지원에 관한 법률」제2조에 의한 여성기업으로 창업 3년 미만의 
      여성기업 또는 예비 여성 창업자
  ※ 예비창업자는 입주 후 2개월 이내 사업자등록 가능자에 한하며 미등록시 계약 취소"," - 신청자격제한
    · 금융기관의 신용불량거래자
    · 국세, 지방세 체납자 및 기타 정부지원사업 부적격자
    · 중소기업창업지원법 시행령 제4조(창업에서 제외되는 업종)에 해당되는 경우
    · 기타 재단 운영요령 및 센터 추진목적에 부적합한 경우 등"
169826,2024년 산림분야 딥테크·빅데이터 활용 창업경진대회 ,행사ㆍ네트워크,전국,전체,전체,2024-07-05 ~ 2024-07-31 18:00,전체,서울창조경제혁신센터,공공기관,창업혁신팀,20240705-01,"산림분야 공공데이터 및 딥테크를 활용한 산림분야 디지털 전환 촉진 및
창의적인 아이디어와 가술 창업활성화를 위해 
""2024년 산림분야 딥테크.빅데이터 활용 창업경진대회""를 운영하오니 많은 참여 바랍니다.",2024년 7월 5일,서울창조경제혁신센터      ,2024.07.05(금) 12:00 ~ 2024.07.31(수) 18:00 까지,,,,zrr.kr/WmFM,,"개인, 팀, 기업 등 관심 있는 국민 누구나 ",
169829,[파주청년창업지원센터] 2024년 1차 신규 입주자 모집 공고,시설ㆍ공간ㆍ보육,경기도,"대학생, 일반인, 일반기업, 1인 창조기업",만 20세 이상 ~ 만 39세 이하,2024-07-05 ~ 2024-07-25 18:00,"예비창업자, 1년미만, 2년미만, 3년미만",경기테크노파크,공공기관,정보산업진흥센터,GTP공고 제2024-102호, 파주시 특화산업분야 청년창업활성화를 위한 「파주청년창업지원센터」의 ‘24년도 1차 신규 입주자를 다음과 같이 모집 공고하오니 참여를 희망하는 창업팀은 공고문에 따라 신청하기 바랍니다.,2024년 6월 28일,"파주시장, (재)경기테크노파크 원장",2024.07.05(금) 00:00 ~ 2024.07.25(목) 18:00 까지,,,,,,"○ 공고일 기준 39세 이하 청년창업자 중 예비 또는 업력 3년 미만인 자
    ※ 단, 예비창업자는 협약일로부터 3개월 이내에 본사 소재지를 입주공간으로 하여 창업(사업자등록)을 하여야 하며, 기 창업자의 경우 협약일로부터 3개월 이내에 본사 소재지를 입주공간으로 변경하여야 함 ","○ 금융기관 등으로부터 채무불이행으로 규제 중인 자
○ 입주 후 본사를 파주시 청년창업지원센터로 이전이 불가능한 자
○ 『중소기업 창업지원법』에 의거 ‘창업에서 제외되는 업종’에 해당되는 자 
 제4조(창업에서 제외되는 업종)  법 제5조 제1항 단서에 따른 사행산업 등 경제질서 및 미풍양속에 현저히 어긋나는 업종의 범위는 다음 각 호와 같다. 이 경우 업종의 분류는 한국표준산업분류에 따른다.
  1. 일반유흥주점업
  2. 무도유흥주점업
  3. 기타 사행시설 관리 및 운영업
  4. 그 밖에 경제질서 및 미풍양속에 현저히 어긋나는 업종으로 중소벤처기업부령으로 정하는 업종"
169831,2024 재창업 특화교육 및 컨설팅 참여자 모집공고,멘토링ㆍ컨설팅ㆍ교육,전국,전체,전체,2024-07-08 ~ 2024-07-31 17:00,"예비창업자, 1년미만, 2년미만, 3년미만, 5년미만",씨엔티테크(주),민간,ac14팀,공고 제 2024-004호,과거 폐업한 이력이 있는 (예비)재창업자들을 대상으로 실패를 극복하고 재창업에 성공할 수 있도록 재창업 특화교육 및 컨설팅 참여자를 모집하오니 많은 관심과 참여 바랍니다.,2024년 7월 8일,씨엔티테크(주),2024.07.08(월) 09:00 ~ 2024.07.31(수) 17:00 까지,,,,https://url.kr/DLcTm2,,"폐업 이력이 있는 (예비)재창업자
* 본 사업 신청일 이전 폐업 이력 보유자",※ 2023년 재창업 특화교육 및 컨설팅프로그램 참여자 (중복신청 불가) 
169804,소공인을 위한 「CNC 선반가공 기술전수실무 기계가공세미나」,창업교육,전국,전체,전체,2024-07-03 ~ 2024-07-22 14:00,전체,(주)픽스텍,민간,서울시기계금속제조지원센터,서울시기계금속제조지원센터 공고 제 2407-01호,"안녕하세요 메이커 여러분!

서울시기계금속제조지원센터에서 소공인을 위한 [CNC  선반가공 기술전수실무 기계가공세미나] 심화를 진행합니다.

서울지역 기계/금속(예비)소공인 및 관련 실무자/종사자나

CNC나 메이커에 관심 있는 일반인/학생들의 많은 관심부탁드립니다.

 


 

◆모집기간 : 2024. 7. 22. (월) 14:00까지

◆모집대상 : 서울지역 기계/금속 (예비)소공인 및 관련실무자/종사자와 메이커 및 창업에 관심있는 일반인, 학생

◆모집인원 : 오프라인 10명(선착순 모집)

◆교육일시 : 2024. 7. 24.(수), 8. 7.(수), 8. 14. (수) 10:00~15:00 (3회 연속강의)

◆교육장소 : 서울시기계금속제조지원센터 3F 메이커교육실 및 장비실

◆신청링크 : https://gbmakers.or.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&;bmode=view&;idx=33826736&;t=board

◆문 의 : gbmakers@fixfree.co.kr, 010-8273-9813
 

※ 수강 인원 제한으로 수강 신청 후 불참하실 경우, 교육 신청을 못한 다른 분들에게 피해를 줄 수 있으니 다시 한 번 일정을 확인하신 후 신청 부탁 드립니다.

※ 총 3회로 이루어진 ",2024년 7월 3일,서울시기계금속제조지원센터,2024.07.03(수) 19:10 ~ 2024.07.22(월) 14:00 까지,,,,https://gbmakers.or.kr/notice/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&amp;bmode=view&amp;idx=33826736&amp;t=board,,"기계/금속 (예비)소공인 및 관련실무자/종사자
메이커 및 창업에 관심있는 일반인, 학생",
